seconds,temp_comp_c
7.978,12.526
7.999,12.526
8.019,12.634
8.042,12.526
8.060,12.634
8.082,12.634
8.104,12.741
8.125,12.741
8.145,12.956
8.163,13.063
8.185,12.741
8.204,12.848
8.225,12.848
8.245,12.848
8.265,12.956
8.286,12.956
8.306,12.956
8.326,13.278
8.346,13.063
8.366,13.063
8.386,13.063
8.404,13.170
8.426,13.170
8.444,13.170
8.466,13.170
8.486,13.278
8.506,13.278
8.526,13.385
8.547,13.492
8.559,13.385
8.579,13.385
8.610,13.385
8.625,13.492
8.645,13.707
8.666,13.492
8.686,13.492
8.709,13.600
8.725,13.600
8.741,13.600
8.761,13.600
8.781,13.600
8.802,13.922
8.827,13.707
8.847,13.815
8.866,13.815
8.887,13.815
8.904,13.922
8.924,13.815
8.946,13.815
8.966,13.922
8.987,13.922
9.007,14.030
9.026,13.922
9.047,14.030
9.067,14.030
9.087,14.030
9.108,13.815
9.118,14.030
9.139,14.137
9.161,14.137
9.187,14.245
9.208,14.245
9.228,14.245
9.240,14.245
9.265,14.352
9.287,14.352
9.301,14.352
9.323,14.352
9.343,14.352
9.368,14.460
9.388,14.460
9.409,14.568
9.428,14.568
9.446,14.568
9.469,14.352
9.487,14.675
9.505,14.675
9.527,14.568
9.546,14.675
9.566,14.137
9.588,14.675
9.609,14.675
9.628,14.783
9.648,14.783
9.669,14.783
9.689,14.783
9.709,14.783
9.729,14.891
9.750,14.891
9.760,14.891
9.790,14.891
9.800,14.891
9.821,14.891
9.842,15.106
9.868,15.214
9.882,14.998
9.904,14.998
9.923,15.214
9.949,14.998
9.963,15.106
9.984,15.106
10.005,15.106
10.029,15.106
10.046,14.998
10.066,15.106
10.087,15.214
10.109,15.214
10.129,15.214
10.150,15.214
10.168,15.322
10.191,15.322
10.210,15.322
10.230,15.322
10.249,15.322
10.267,15.322
10.288,15.430
10.311,15.430
10.323,15.430
10.350,15.430
10.369,15.430
10.384,15.538
10.404,15.538
10.429,15.538
10.450,15.862
10.470,15.538
10.492,15.646
10.511,15.538
10.527,15.646
10.550,15.646
10.572,15.646
10.591,15.646
10.611,15.754
10.630,15.646
10.651,15.646
10.672,15.754
10.691,15.754
10.711,15.754
10.731,15.754
10.754,15.862
10.771,15.754
10.787,15.862
10.807,15.862
10.827,15.862
10.852,15.862
10.868,15.970
10.888,15.538
10.909,15.970
10.929,15.970
10.952,15.970
10.969,15.970
10.990,15.970
11.012,15.970
11.031,16.186
11.052,16.186
11.071,16.078
11.092,16.078
11.112,16.078
11.132,16.078
11.152,16.078
11.172,16.078
11.193,16.078
11.213,16.186
11.223,16.186
11.252,16.078
11.264,16.186
11.286,16.078
11.311,16.186
11.331,16.186
11.352,16.294
11.367,16.294
11.387,16.294
11.413,16.294
11.429,16.294
11.453,16.294
11.469,16.402
11.489,16.402
11.510,16.402
11.530,16.402
11.552,16.402
11.572,16.294
11.592,16.402
11.612,16.402
11.634,16.511
11.653,16.402
11.674,16.402
11.693,16.511
11.714,16.511
11.725,16.511
11.753,16.511
11.771,16.511
11.798,16.511
11.808,16.511
11.834,16.619
11.853,16.511
11.867,16.619
11.887,16.619
11.908,16.619
11.928,16.619
11.953,16.619
11.969,16.619
11.992,16.727
12.010,16.619
12.031,16.619
12.053,16.402
12.075,16.727
12.091,16.727
12.112,16.727
12.133,16.727
12.153,16.944
12.174,16.727
12.194,16.727
12.215,16.836
12.236,16.836
12.254,16.836
12.270,16.619
12.287,15.754
12.307,16.836
12.328,16.836
12.354,16.944
12.369,16.944
12.395,16.944
12.415,16.944
12.434,16.836
12.454,16.944
12.475,16.944
12.494,16.944
12.513,16.944
12.533,16.944
12.554,17.053
12.574,16.944
12.595,17.053
12.616,17.053
12.636,17.053
12.657,17.053
12.675,17.161
12.697,17.053
12.717,17.053
12.737,17.053
12.754,17.053
12.771,17.053
12.797,17.161
12.817,17.161
12.836,17.161
12.857,17.053
12.876,17.596
12.898,17.161
12.917,17.161
12.938,17.161
12.958,17.161
12.978,17.161
12.996,17.161
13.017,17.270
13.036,17.270
13.056,17.487
13.077,17.378
13.098,17.161
13.118,17.270
13.138,17.270
13.158,17.270
13.178,17.270
13.188,17.270
13.209,17.270
13.229,17.270
13.254,17.378
13.270,17.378
13.295,17.378
13.315,17.378
13.332,17.378
13.354,17.378
13.373,17.378
13.393,17.378
13.414,17.378
13.435,17.378
13.455,17.378
13.478,17.487
13.496,17.487
13.519,17.487
13.538,17.487
13.559,17.487
13.577,17.487
13.599,17.487
13.618,17.487
13.638,17.487
13.659,17.487
13.679,17.487
13.699,17.487
13.720,17.487
13.736,17.487
13.759,17.596
13.772,17.487
13.799,17.596
13.819,17.378
13.832,17.487
13.859,17.596
13.878,17.596
13.894,17.596
13.914,17.705
13.939,17.596
13.960,17.596
13.976,17.705
13.996,17.596
14.021,17.596
14.037,17.596
14.057,17.705
14.077,17.705
14.098,18.359
14.120,17.596
14.139,17.922
14.160,17.705
14.180,17.705
14.200,17.705
14.221,17.705
14.231,17.705
14.256,17.705
14.271,17.705
14.292,17.705
14.312,17.813
14.337,17.705
14.356,17.705
14.375,17.813
14.394,17.813
14.415,17.813
14.436,17.813
14.462,17.813
14.476,17.813
14.496,17.813
14.517,17.813
14.537,17.813
14.560,17.922
14.580,18.031
14.598,17.813
14.621,17.813
14.639,17.922
14.662,17.922
14.680,17.922
14.701,17.922
14.721,17.813
14.742,17.922
14.762,17.922
14.782,17.922
14.794,17.922
14.821,17.705
14.836,17.813
14.856,17.922
14.873,17.922
14.894,17.922
14.922,17.922
14.936,18.031
14.959,17.922
14.976,18.031
15.004,18.031
15.021,17.922
15.037,18.031
15.061,18.031
15.078,18.031
15.099,18.031
15.122,18.031
15.140,18.031
15.163,18.031
15.180,18.031
15.203,18.140
15.223,18.031
15.243,18.031
15.263,18.031
15.283,18.140
15.303,17.705
15.318,18.140
15.343,18.249
15.363,18.140
15.378,18.031
15.398,18.359
15.420,18.140
15.443,18.140
15.463,18.140
15.483,18.140
15.501,18.140
15.521,18.140
15.541,18.140
15.562,18.140
15.583,18.140
15.603,18.140
15.624,18.249
15.643,18.140
15.664,18.140
15.684,18.140
15.705,18.140
15.715,18.249
15.735,18.249
15.758,18.359
15.779,18.577
15.797,18.359
15.817,18.468
15.837,18.249
15.861,17.922
15.880,18.249
15.902,18.140
15.918,18.249
15.945,18.249
15.965,17.053
15.984,20.334
16.000,18.249
16.021,18.140
16.045,18.359
16.062,17.922
16.086,18.140
16.103,18.359
16.123,18.359
16.145,18.249
16.164,18.249
16.184,18.468
16.205,18.359
16.225,18.359
16.246,18.359
16.257,18.359
16.284,18.359
16.297,18.359
16.324,18.359
16.338,18.359
16.358,18.359
16.378,18.468
16.403,18.468
16.426,18.468
16.440,18.359
16.466,18.468
16.481,18.686
16.503,18.468
16.526,18.905
16.544,18.359
16.566,18.468
16.583,18.468
16.603,18.468
16.624,18.468
16.644,18.468
16.665,18.468
16.686,18.577
16.705,18.468
16.726,18.468
16.746,18.468
16.766,18.577
16.787,18.468
16.807,18.577
16.817,18.468
16.838,18.577
16.859,18.577
16.882,18.468
16.904,18.577
16.927,18.577
16.939,18.468
16.967,18.577
16.986,18.468
17.007,18.577
17.021,18.577
17.041,18.577
17.068,18.577
17.082,18.577
17.105,18.577
17.127,18.577
17.145,18.686
17.167,18.577
17.184,18.577
17.204,18.577
17.227,18.577
17.246,18.577
17.266,18.577
17.287,18.686
17.307,18.796
17.328,18.577
17.348,18.577
17.368,18.577
17.379,18.686
17.408,18.686
17.427,18.577
17.442,18.577
17.468,18.686
17.487,18.686
17.509,18.905
17.529,18.686
17.549,18.468
17.569,18.686
17.589,18.468
17.609,18.905
17.628,18.686
17.649,18.686
17.669,18.686
17.686,18.686
17.709,18.686
17.728,18.686
17.749,18.686
17.766,18.796
17.786,18.686
17.808,18.686
17.828,18.796
17.848,18.796
17.865,18.686
17.887,18.796
17.906,18.686
17.928,18.796
17.949,18.796
17.967,18.796
17.988,18.686
18.009,18.796
18.029,18.796
18.049,18.796
18.069,18.796
18.089,18.796
18.109,18.796
18.130,18.796
18.150,18.796
18.170,18.796
18.190,18.796
18.210,18.796
18.229,18.796
18.249,18.796
18.270,18.796
18.282,18.796
18.302,18.796
18.329,18.796
18.350,18.905
18.370,18.905
18.388,18.905
18.402,18.905
18.423,18.905
18.450,18.905
18.464,18.905
18.484,18.905
18.505,18.905
18.529,18.905
18.545,18.686
18.566,18.905
18.587,18.905
18.609,18.905
18.630,18.905
18.650,18.905
18.670,18.905
18.691,18.905
18.711,18.905
18.731,18.796
18.752,19.124
18.771,18.905
18.791,18.905
18.811,18.905
18.826,19.015
18.844,18.905
18.871,18.905
18.891,19.015
18.910,19.015
18.926,18.796
18.950,18.905
18.972,19.015
18.989,18.905
19.008,18.905
19.029,19.015
19.050,19.015
19.068,19.015
19.091,19.015
19.109,19.124
19.129,18.905
19.152,19.015
19.170,19.015
19.191,19.015
19.213,19.015
19.233,19.015
19.252,19.015
19.273,19.015
19.291,19.015
19.303,19.015
19.330,19.015
19.353,19.015
19.365,19.015
19.392,19.015
19.413,19.015
19.430,19.015
19.452,19.124
19.470,19.015
19.492,19.015
19.512,19.015
19.533,19.015
19.552,19.015
19.573,19.124
19.593,18.905
19.611,19.453
19.632,19.015
19.652,19.124
19.672,19.234
19.693,19.453
19.713,18.905
19.734,19.015
19.755,19.124
19.775,19.124
19.794,18.905
19.814,19.124
19.834,19.124
19.854,19.124
19.874,19.124
19.894,19.124
19.914,19.124
19.933,19.124
19.953,19.124
19.974,19.124
19.993,19.124
20.014,19.124
20.034,19.124
20.044,19.124
20.065,19.234
20.094,18.905
20.114,19.124
20.134,19.453
20.146,19.124
20.166,19.124
20.186,19.234
20.207,19.124
20.229,19.124
20.248,19.124
20.274,19.234
20.294,19.124
20.309,19.124
20.333,19.234
20.354,19.015
20.371,19.453
20.391,19.453
20.412,19.124
20.434,19.234
20.453,19.234
20.473,19.234
20.496,19.124
20.514,19.234
20.535,19.234
20.555,19.234
20.576,19.234
20.596,19.234
20.613,19.234
20.636,19.234
20.648,19.234
20.668,19.234
20.689,19.234
20.716,19.234
20.729,19.234
20.754,19.234
20.771,19.124
20.791,19.234
20.811,19.234
20.831,19.234
20.852,19.234
20.873,19.234
20.893,19.234
20.917,19.234
20.934,19.234
20.954,19.673
20.975,19.234
20.995,19.234
21.016,19.234
21.036,19.234
21.058,19.234
21.077,19.234
21.097,19.234
21.117,19.234
21.137,19.344
21.157,19.234
21.171,19.234
21.189,19.234
21.214,19.234
21.231,19.234
21.252,19.344
21.278,19.234
21.297,19.234
21.320,19.234
21.338,19.015
21.357,19.234
21.378,19.234
21.393,19.344
21.417,19.344
21.438,19.344
21.456,19.344
21.475,19.344
21.496,19.344
21.516,19.344
21.537,19.344
21.557,19.344
21.578,19.344
21.598,19.344
21.619,19.344
21.638,19.344
21.658,19.344
21.679,19.344
21.699,19.344
21.717,19.344
21.739,19.344
21.759,19.344
21.771,19.234
21.791,19.344
21.812,19.344
21.832,19.344
21.855,19.344
21.878,19.344
21.896,19.344
21.915,19.344
21.935,19.344
21.959,19.344
21.978,19.344
21.996,19.344
22.019,19.453
22.039,19.563
22.059,19.344
22.079,19.344
22.099,19.344
22.120,19.453
22.140,19.344
