seconds,temp_comp_c
0.005,38.872
0.023,38.872
0.044,38.872
0.064,40.103
0.084,38.872
0.099,38.872
0.120,38.872
0.143,38.872
0.160,38.872
0.185,38.872
0.203,38.872
0.222,38.872
0.242,39.143
0.262,38.872
0.282,38.872
0.303,38.872
0.323,38.872
0.344,38.872
0.365,38.872
0.385,38.872
0.405,39.007
0.425,38.872
0.444,38.872
0.463,38.872
0.485,38.872
0.506,38.872
0.519,38.872
0.539,38.872
0.566,38.872
0.585,38.872
0.605,38.872
0.624,38.872
0.646,38.872
0.660,38.872
0.683,38.872
0.702,38.872
0.725,38.872
0.746,38.872
0.763,38.872
0.783,38.872
0.804,38.872
0.824,38.736
0.845,38.872
0.865,38.872
0.886,38.872
0.906,38.872
0.927,38.872
0.943,38.872
0.963,38.872
0.980,38.872
1.006,38.872
1.024,38.872
1.044,38.736
1.059,38.872
1.084,38.872
1.105,38.872
1.126,38.872
1.140,38.872
1.161,39.143
1.186,40.103
1.201,39.007
1.221,38.872
1.246,39.007
1.266,38.872
1.286,38.872
1.305,38.872
1.327,38.872
1.347,39.007
1.367,38.872
1.388,38.872
1.407,38.872
1.428,38.872
1.445,38.872
1.468,38.736
1.488,39.007
1.507,38.872
1.528,38.872
1.548,38.872
1.564,38.872
1.588,38.872
1.608,39.007
1.624,38.872
1.648,38.872
1.664,38.872
1.686,38.872
1.707,38.872
1.727,38.872
1.746,38.872
1.768,38.872
1.786,38.872
1.807,38.872
1.827,38.872
1.848,38.872
1.869,39.007
1.888,38.872
1.909,38.872
1.928,38.872
1.948,38.872
1.969,38.872
1.989,38.872
2.008,38.872
2.025,38.872
2.041,38.872
2.069,38.872
2.088,38.872
2.102,38.872
2.130,38.872
2.147,39.143
2.168,38.872
2.184,38.872
2.205,38.872
2.227,38.872
2.250,38.872
2.266,38.872
2.289,38.872
2.309,38.872
2.329,38.872
2.347,38.872
2.369,39.143
2.388,38.736
2.409,38.872
2.428,38.872
2.449,38.872
2.469,38.736
2.490,38.601
2.510,38.872
2.530,38.736
2.550,38.736
2.570,38.872
2.583,38.736
2.602,38.736
2.623,38.736
2.642,38.736
2.667,38.872
2.684,38.466
2.711,38.736
2.725,38.736
2.751,38.872
2.771,38.736
2.789,38.736
2.811,38.736
2.825,38.736
2.845,38.736
2.871,38.736
2.891,38.736
2.911,38.736
2.927,39.279
2.949,38.601
2.970,38.601
2.992,38.601
3.011,38.601
3.030,38.063
3.048,38.601
3.071,38.466
3.091,38.197
3.111,38.601
3.129,38.332
3.150,38.601
3.171,38.466
3.191,38.466
3.212,38.332
3.232,38.601
3.242,38.466
3.272,38.466
3.288,38.466
3.312,38.466
3.326,38.466
3.352,38.332
3.372,38.332
3.390,38.332
3.412,38.332
3.429,38.332
