seconds,temp_comp_c
0.012,4.453
0.032,4.453
0.050,4.453
0.071,4.453
0.092,4.453
0.112,4.453
0.132,4.453
0.152,4.562
0.173,4.453
0.193,4.453
0.203,4.453
0.232,4.453
0.244,4.453
0.270,4.453
0.287,4.453
0.306,4.453
0.332,4.453
0.351,4.453
0.371,4.562
0.393,4.344
0.411,4.453
0.432,4.453
0.453,4.453
0.473,4.453
0.493,4.453
0.513,4.453
0.532,4.453
0.549,4.453
0.569,4.453
0.590,4.453
0.612,4.453
0.632,4.453
0.653,4.453
0.674,4.453
0.694,4.453
0.714,4.453
0.733,4.453
0.753,4.453
0.774,4.453
0.794,4.453
0.805,4.453
0.833,4.453
0.846,4.453
0.866,4.453
0.886,4.453
0.907,4.453
0.933,4.453
0.954,4.671
0.969,4.453
0.989,4.453
1.010,4.453
1.033,4.453
1.054,3.470
1.071,4.453
1.091,4.453
1.114,4.453
1.133,4.453
1.152,4.453
1.173,4.453
1.194,4.453
1.215,4.453
1.235,4.453
1.255,4.453
1.275,4.126
1.286,4.453
1.306,4.453
1.335,4.453
1.354,4.453
1.375,4.453
1.389,4.453
1.409,4.453
1.433,4.453
1.453,4.453
1.471,4.453
1.496,4.453
1.512,4.453
1.534,4.453
1.553,4.453
1.573,4.453
1.594,4.453
1.616,4.562
1.634,4.453
1.655,4.453
1.675,4.453
1.696,4.453
1.716,4.453
1.737,4.453
1.747,4.453
1.767,4.562
1.796,4.453
1.817,4.453
1.836,4.453
1.848,4.562
1.869,4.453
1.890,4.453
1.917,4.453
1.934,4.453
1.955,4.235
1.971,4.562
1.994,4.453
2.012,4.562
2.034,4.453
2.052,4.453
2.075,4.453
2.096,4.453
2.116,4.344
2.136,4.453
2.157,4.344
2.177,4.453
2.197,4.453
2.218,4.453
2.237,4.453
2.258,4.453
2.278,4.453
2.292,4.453
2.318,4.453
2.335,4.453
2.352,4.453
2.374,4.453
2.393,4.453
2.414,4.453
2.435,4.344
2.455,4.453
2.476,4.453
2.496,4.453
2.517,4.453
2.537,4.453
2.558,4.453
2.579,4.453
2.595,4.453
2.612,4.453
2.636,4.453
2.650,4.453
2.671,4.344
2.692,4.344
2.717,4.453
2.736,4.453
2.754,4.453
2.779,4.453
2.794,4.453
2.814,4.453
2.836,4.453
2.855,4.453
2.876,4.453
2.897,4.453
2.917,4.453
2.938,4.344
2.958,4.344
2.978,4.453
2.999,4.453
3.020,4.453
3.040,4.453
3.060,4.344
3.071,4.453
3.099,4.453
3.111,4.453
3.136,4.235
3.152,4.344
3.174,4.344
3.200,4.453
3.213,4.453
3.237,4.235
3.253,4.344
3.274,4.344
3.296,4.453
3.319,4.344
3.337,4.344
3.359,4.453
3.375,4.344
3.396,4.453
3.416,4.344
3.438,4.453
3.461,4.344
3.479,4.453
3.500,4.453
3.518,4.344
3.539,4.453
3.560,4.453
3.580,4.453
3.600,4.453
3.621,4.453
3.641,4.453
3.661,4.453
3.681,5.431
3.702,4.453
3.722,4.453
3.737,4.453
3.761,4.453
3.779,4.453
3.793,4.562
3.817,4.562
3.837,4.562
3.857,4.453
3.876,4.562
3.895,4.562
3.916,4.453
3.942,4.562
3.957,4.562
3.982,4.562
3.997,4.671
4.022,4.562
4.042,4.562
4.059,4.671
4.082,4.562
4.100,4.562
4.122,4.562
4.142,4.671
4.161,4.779
4.182,4.671
4.202,4.671
4.223,4.671
4.237,4.779
4.263,4.671
4.281,4.779
4.298,4.888
4.315,4.779
4.338,4.888
4.355,4.888
4.383,4.888
4.396,5.214
4.423,4.997
4.443,4.997
4.459,4.888
4.484,5.105
4.504,5.105
4.523,4.997
4.544,5.105
4.564,4.997
4.583,5.105
4.604,5.105
4.621,5.214
4.644,5.214
4.656,5.214
4.684,5.214
4.697,5.322
4.725,5.214
4.742,5.322
4.758,5.431
4.778,5.431
4.799,5.539
4.824,5.431
4.840,5.431
4.862,5.539
4.884,5.648
4.901,5.539
4.924,5.539
4.942,5.648
4.963,5.648
4.983,5.756
5.004,5.756
5.024,5.756
5.045,5.756
5.065,5.972
5.085,5.864
5.105,5.864
5.124,5.972
5.139,6.081
5.156,5.864
5.185,5.972
5.200,6.081
5.224,6.081
5.239,6.189
5.262,6.189
5.280,6.189
5.303,6.297
5.325,6.297
5.341,6.297
5.362,6.297
5.382,6.405
5.402,6.405
5.423,6.513
5.443,6.513
5.467,6.621
5.486,6.621
5.504,6.621
5.526,6.729
5.546,6.729
5.566,6.729
5.587,6.837
5.607,6.729
5.627,6.945
5.646,6.945
5.658,6.729
5.686,7.052
5.703,7.160
5.727,7.376
5.741,7.160
5.760,7.268
5.781,7.268
5.807,7.268
5.827,7.268
5.844,7.376
5.863,7.483
5.885,7.483
5.904,7.699
5.927,7.699
5.946,7.699
5.967,7.591
5.987,7.699
6.008,7.806
6.026,7.806
6.047,7.914
6.067,8.021
6.088,8.021
6.109,8.021
6.122,8.129
6.140,8.129
6.168,8.021
6.189,8.129
6.208,8.451
6.221,8.236
6.240,8.451
6.260,8.451
6.286,8.451
6.301,8.666
6.321,8.666
6.341,8.666
6.369,8.666
6.382,8.773
6.404,8.773
6.429,8.773
6.444,8.881
6.465,8.988
6.487,8.988
6.508,9.203
6.528,9.096
6.549,9.096
6.569,9.203
6.587,9.310
6.609,9.310
6.628,9.310
6.648,9.417
6.669,9.417
6.690,9.525
6.709,9.525
6.729,9.525
6.750,9.632
6.767,9.632
6.781,9.739
6.809,9.739
6.830,9.846
6.849,9.846
6.870,9.954
6.890,9.954
6.910,10.061
6.927,10.061
6.950,10.061
6.961,10.168
6.986,10.275
7.003,10.275
7.022,10.383
7.043,10.383
7.063,10.383
7.084,10.383
7.104,10.490
7.124,10.597
7.145,10.704
7.165,10.704
7.185,10.704
7.206,10.811
7.226,10.811
7.246,10.597
7.267,10.811
7.287,11.026
7.307,11.026
7.328,11.133
7.348,11.133
7.369,11.133
7.389,11.026
7.409,11.347
7.430,11.347
7.450,11.454
7.470,11.454
7.490,11.454
7.510,11.454
7.531,11.561
7.551,11.669
7.571,11.669
7.592,11.776
7.604,11.776
7.633,11.883
7.643,11.883
7.663,11.883
7.691,11.347
7.708,11.990
7.728,12.098
7.744,12.098
7.771,12.098
7.785,12.312
7.806,12.205
7.826,12.312
7.853,12.419
7.872,12.526
7.887,12.526
7.907,12.419
7.927,12.526
7.948,12.634
7.968,12.634
7.989,12.741
8.009,12.848
8.029,12.848
8.050,12.848
8.070,12.956
8.091,12.956
8.111,12.956
8.131,13.063
8.152,13.170
8.172,12.526
8.192,13.278
8.212,13.278
8.233,13.278
8.253,13.385
8.273,13.492
8.294,13.492
8.314,13.492
8.334,13.492
8.344,13.600
8.365,13.600
8.385,13.707
8.405,13.815
8.425,13.815
8.454,13.815
8.466,14.137
8.487,13.815
8.514,14.030
8.534,14.245
8.553,14.030
8.569,14.245
8.592,14.245
8.610,14.245
8.630,14.245
8.651,14.460
8.671,14.460
8.692,14.568
8.712,14.568
8.735,14.460
8.753,14.783
8.773,14.675
8.794,14.675
8.814,14.783
8.835,14.783
8.855,14.891
8.865,14.891
8.885,14.891
8.906,14.998
8.926,14.998
8.946,15.106
8.966,15.214
8.987,15.214
9.007,13.063
9.028,15.970
9.048,15.322
9.074,15.322
9.095,15.430
9.115,15.430
9.136,15.538
9.149,15.538
9.175,15.538
9.196,15.754
9.216,15.970
9.231,15.862
9.252,15.862
9.270,15.862
9.290,15.862
9.311,15.862
9.331,15.970
9.352,16.186
9.372,16.078
9.392,16.186
9.412,16.186
9.433,16.294
9.453,16.294
9.473,16.294
9.493,16.402
9.514,16.619
9.534,16.402
9.554,16.511
9.575,16.511
9.595,16.619
9.616,16.619
9.636,16.511
9.656,16.727
9.676,16.727
9.697,16.836
9.717,16.836
9.737,16.836
9.747,16.944
9.768,16.944
9.788,16.944
9.809,17.053
9.829,17.161
9.849,17.161
9.869,17.161
9.890,17.270
9.910,17.270
9.931,17.487
9.951,17.378
9.971,17.378
9.992,17.378
10.012,17.270
10.036,17.705
10.053,17.596
10.077,17.596
10.095,17.813
10.113,17.596
10.134,17.813
10.154,17.813
10.174,17.813
10.195,17.922
10.215,17.922
10.235,18.031
10.255,18.031
10.276,18.031
10.296,18.140
10.316,18.140
10.337,18.249
10.357,18.140
10.378,18.359
10.398,18.359
10.418,18.249
10.438,18.359
10.449,18.468
10.479,18.468
10.489,18.577
10.509,18.577
10.530,18.577
10.550,18.577
10.570,18.686
10.599,18.686
10.611,18.686
10.631,18.796
10.654,18.905
10.672,18.905
10.693,18.905
10.713,19.015
10.734,19.015
10.754,19.124
10.775,19.015
10.802,19.124
10.815,19.124
10.836,19.344
10.856,19.234
10.877,19.344
10.897,19.344
10.917,19.344
10.937,19.344
10.958,19.453
10.978,19.563
10.998,19.783
11.020,19.563
11.039,19.563
11.059,19.673
11.080,19.673
11.100,19.673
11.110,19.783
11.141,19.783
11.151,19.783
11.171,19.893
11.191,19.893
11.212,19.893
11.232,20.003
11.252,20.003
11.273,20.113
11.293,20.113
11.313,20.113
11.334,20.224
11.354,20.113
11.380,20.224
11.400,20.334
11.421,20.334
11.442,20.334
11.461,20.334
11.482,20.444
11.501,20.555
11.521,20.555
11.542,20.555
11.561,20.555
11.581,20.665
11.601,20.665
11.612,20.665
11.632,20.776
11.653,20.776
11.675,20.776
11.693,20.776
11.713,20.776
11.734,20.997
11.754,20.997
11.775,20.997
11.795,21.108
11.820,21.108
11.842,20.997
11.861,21.108
11.877,21.219
11.897,21.219
11.918,21.330
11.938,21.330
11.959,21.330
11.979,21.441
12.001,21.553
12.020,21.553
12.040,21.553
12.061,21.664
12.081,21.664
12.102,21.664
12.122,21.775
12.143,21.775
