seconds,temp_comp_c
0.020,4.126
0.038,4.126
0.051,4.126
0.077,4.126
0.091,4.126
0.119,4.126
0.139,4.126
0.153,4.126
0.173,4.126
0.193,4.126
0.214,4.126
0.234,4.126
0.257,4.344
0.275,4.126
0.300,4.126
0.319,4.126
0.339,4.126
0.357,4.126
0.379,4.126
0.398,4.017
0.419,4.126
0.440,4.126
0.460,4.126
0.470,4.126
0.497,4.017
0.519,4.126
0.540,4.126
0.556,4.126
0.578,4.126
0.592,4.126
0.615,4.126
0.638,4.126
0.657,4.126
0.678,4.344
0.694,4.126
0.715,4.126
0.740,4.126
0.757,4.126
0.778,4.126
0.797,3.908
0.820,4.126
0.836,4.126
0.856,4.126
0.881,4.126
0.897,4.126
0.921,4.126
0.939,4.126
0.959,4.126
0.980,4.126
1.001,4.126
1.021,4.126
1.041,4.126
1.061,4.126
1.074,4.017
1.097,4.126
1.119,4.126
1.134,4.126
1.160,4.126
1.178,4.126
1.197,1.931
1.216,3.908
1.238,3.908
1.257,4.017
1.278,4.126
1.298,4.126
1.320,4.126
1.339,4.126
1.362,4.126
1.380,4.126
1.400,4.126
1.421,4.126
1.442,4.126
1.462,4.017
1.482,4.126
1.502,4.344
1.513,4.126
1.540,4.126
1.561,4.017
1.581,4.126
1.594,4.126
1.615,4.126
1.635,4.126
1.663,4.126
1.682,4.126
1.702,4.126
1.719,4.126
1.737,4.344
1.761,4.344
1.781,4.017
1.798,4.126
1.823,4.126
1.843,4.126
1.863,4.235
1.883,4.126
1.903,4.017
1.923,4.126
1.943,4.126
1.963,4.126
1.983,4.235
2.004,4.126
2.018,4.235
2.041,4.126
2.064,4.126
2.078,4.126
2.103,4.126
2.123,4.126
2.139,4.126
2.159,4.126
2.183,4.126
2.201,4.126
2.224,4.126
2.241,4.126
2.262,4.126
2.283,4.017
2.302,4.126
2.324,4.126
2.344,4.126
2.363,4.017
2.384,4.344
2.404,4.126
2.423,4.126
2.439,4.126
2.455,4.126
2.485,4.126
2.497,4.126
2.517,4.126
2.540,4.017
2.558,4.017
2.585,4.017
2.603,4.126
2.625,4.017
2.645,4.126
2.664,4.126
2.684,4.126
2.705,4.126
2.721,4.126
2.742,4.126
2.762,4.017
2.785,4.017
2.803,4.126
2.823,4.126
2.845,4.126
2.865,4.126
2.886,4.126
2.905,4.126
2.925,4.126
2.945,4.126
2.966,4.126
2.986,4.126
2.997,4.126
3.017,4.126
3.045,4.126
3.066,4.126
3.086,4.126
3.105,4.017
3.118,4.126
3.139,4.126
3.163,4.126
3.186,4.017
3.200,4.017
3.221,4.126
3.246,4.126
3.263,3.908
3.286,4.126
3.304,4.017
3.322,4.126
3.343,4.126
3.363,4.017
3.383,4.017
3.406,4.017
3.427,4.017
3.445,4.126
3.465,4.126
3.485,4.126
3.506,4.126
3.525,3.798
3.546,3.908
3.566,4.126
3.587,3.908
3.607,4.017
3.627,4.017
3.648,4.126
3.658,4.235
3.682,3.908
3.698,4.126
3.718,4.126
3.748,4.126
3.763,4.235
3.787,4.126
3.800,4.235
3.827,4.126
3.848,4.235
3.868,4.344
3.887,4.235
3.902,4.235
3.928,4.344
3.947,4.235
3.963,4.235
3.988,4.453
4.004,4.235
4.028,4.235
4.048,4.344
4.065,4.344
4.086,4.344
4.107,4.344
4.127,4.344
4.149,4.344
4.168,4.344
4.188,4.453
4.208,4.453
4.228,4.453
4.249,4.453
4.269,4.453
4.289,4.453
